seed_key,source_name,state_source,state_code,city_name,locality_name,distance_km,zone,profile_code,range_1200,range_650,range_250,range_120,range_30,allowed_ranges,shipping_cost,free_from_qty,source_logistic_discount,source_row
OAX_068_23,OCOTLAN DE MORELOS,Oaxaca,OAX,Ocotlán de Morelos,Ocotlán de Morelos,883,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,131,650,0.02,864
GRO_011_07,ATOYAC DE ALVAREZ,Guerrero,GRO,Atoyac de Álvarez,Atoyac de Álvarez,885,MICHOACÁN,PERFIL_17,0.04,0,N/A,N/A,,1200|650,120,650,0.02,866
OAX_551_16,TLACOLULA DE MATAMOROS,Oaxaca,OAX,Tlacolula de Matamoros,Tlacolula de Matamoros,888,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,131,650,0.02,869
VER_123_21,PANUCO,Veracruz,VER,Pánuco,Pánuco,890,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,650,0.02,870
GRO_018_40,COPALA,Guerrero,GRO,Copala,Copala,897,MICHOACÁN,PERFIL_17,0.04,0,N/A,N/A,,1200|650,120,650,0.02,871
VER_097_54,LERDO DE TEJADA,Veracruz,VER,Lerdo de Tejada,Lerdo de Tejada,898,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,650,0.02,872
GRO_057_25,TECPAN DE GALEANA,Guerrero,GRO,Técpan de Galeana,Técpan de Galeana,906,MICHOACÁN,PERFIL_17,0.04,0,N/A,N/A,,1200|650,120,650,0.02,873
OAX_006_52,ASUNCION NOCHIXTLAN,Oaxaca,OAX,Asunción Nochixtlán,Asunción Nochixtlán,913,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,131,650,0.02,876
GRO_077_18,MARQUELIA,Guerrero,GRO,Marquelia,Marquelia,915,MICHOACÁN,PERFIL_17,0.04,0,N/A,N/A,,1200|650,120,650,0.02,878
OAX_059_25,MIAHUATLAN DE PORFIRIO DIAZ,Oaxaca,OAX,Miahuatlán de Porfirio Díaz,Miahuatlán de Porfirio Díaz,953,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,131,650,0.02,886
VER_108_11,MINATITLAN,Veracruz,VER,Minatitlán,Minatitlán,957,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,650,0.02,887
VER_208_20,CARLOS A. CARRILLO,Veracruz,VER,Carlos A. Carrillo,Carlos A. Carrillo,958,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,650,0.02,888
TAM_027_06,NUEVO LAREDO,Tamaulipas,TAM,Nuevo Laredo,Nuevo Laredo,969,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,650,0.02,891
VER_039_06,COATZACOALCOS,Veracruz,VER,Coatzacoalcos,Coatzacoalcos,977,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,650,0.02,892
VER_003_01,ACAYUCAN,Veracruz,VER,Acayucan,Acayucan,1002,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,899
VER_048_53,COSOLEACAQUE,Veracruz,VER,Cosoleacaque,Cosoleacaque,1016,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,901
VER_204_05,AGUA DULCE,Veracruz,VER,Agua dulce,Agua dulce,1027,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,904
CHH_062_15,SAUCILLO,Chihuahua,CHH,Saucillo,Saucillo,1032,NORESTE,PERFIL_09,0.02,0,N/A,N/A,,1200|650,131,650,0.02,909
VER_061_47,LAS CHOAPAS,Veracruz,VER,Las Choapas,Las Choapas,1037,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,910
GRO_048_21,PETATLAN,Guerrero,GRO,Petatlán,Petatlán,1066,MICHOACÁN,PERFIL_17,0.04,0,N/A,N/A,,1200|650,120,650,0.02,916
VER_077_31,ISLA,Veracruz,VER,Isla,Isla,1111,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,924
BCS_003_02,LA PAZ,Baja California Sur,BCS,La Paz,La Paz,1116,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,926
SIN_[NULL]_01,LOS MOCHIS,Sinaloa,SIN,LOS MOCHIS,Los Mochis,1116,NORESTE,PERFIL_14,0.03,0,N/A,N/A,,1200|650,90,650,0.02,927
CHH_019_02,CHIHUAHUA,Chihuahua,CHH,Chihuahua,Chihuahua,1125,NORESTE,PERFIL_09,0.02,0,N/A,N/A,,1200|650,131,650,0.02,928
VER_032_45,CATEMACO,Veracruz,VER,Catemaco,Catemaco,1127,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,934
VER_141_15,SAN ANDRES TUXTLA,Veracruz,VER,San Andrés Tuxtla,San Andrés Tuxtla,1138,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,650,0.02,936
OAX_079_03,SALINA CRUZ,Oaxaca,OAX,Salina Cruz,Salina Cruz,1154,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,131,0,0.02,938
VER_143_42,SANTIAGO TUXTLA,Veracruz,VER,Santiago Tuxtla,Santiago Tuxtla,1158,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,131,0,0.02,939
OAX_044_07,LOMA BONITA,Oaxaca,OAX,Loma Bonita,Loma Bonita,1163,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,131,0,0.02,940
COA_025_06,PIEDRAS NEGRAS,Coahuila,COA,Piedras Negras,Piedras Negras,1167,NORTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,110,0,0.02,941
CHH_002_11,JUAN ALDAMA,Chihuahua,CHH,Juan Aldama,Juan Aldama,1169,NORESTE,PERFIL_09,0.02,0,N/A,N/A,,1200|650,131,0,0.02,942
TAM_035_09,SAN FERNANDO,Tamaulipas,TAM,San Fernando,San Fernando,1171,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,131,0,0.02,944
COA_022_17,NAVA,Coahuila,COA,Nava,Nava,1208,NORTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,954
OAX_014_49,CIUDAD IXTEPEC,Oaxaca,OAX,Ciudad Ixtepec,Ciudad Ixtepec,1212,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,170,0,0.02,956
CHP_101_04,TUXTLA GUTIERREZ,Chiapas,CHP,Tuxtla Gutiérrez,Tuxtla Gutiérrez,1219,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,170,0,0.02,957
CHP_052_08,LAS MARGARITAS,Chiapas,CHP,Las Margaritas,Las Margaritas,1219,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,170,0,0.02,958
CHP_027_15,CHIAPA DE CORZO,Chiapas,CHP,Chiapa de Corzo,Chiapa de Corzo,1244,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,170,0,0.02,963
TAB_016_09,TEAPA,Tabasco,TAB,Teapa,Teapa,1278,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,972
TAB_002_01,CARDENAS,Tabasco,TAB,Cárdenas,Cárdenas,1281,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,973
TAB_006_12,CUNDUACAN,Tabasco,TAB,Cunduacán,Cunduacán,1281,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,974
TAB_012_07,MACUSPANA,Tabasco,TAB,Macuspana,Macuspana,1295,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,975
TAB_008_13,HUIMANGUILLO,Tabasco,TAB,Huimanguillo,Huimanguillo,1301,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,977
CHP_078_02,SAN CRISTOBAL DE LAS CASAS,Chiapas,CHP,San Cristóbal de las Casas,San Cristóbal de las Casas,1309,SURESTE,PERFIL_15,0.02,N/A,N/A,N/A,,1200,170,0,0.02,979
TAB_005_03,COMALCALCO,Tabasco,TAB,Comalcalco,Comalcalco,1315,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,985
OAX_413_20,SANTA MARIA HUATULCO,Oaxaca,OAX,Santa María Huatulco,Santa María Huatulco,1320,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,170,0,0.02,988
CHP_074_22,REFORMA,Chiapas,CHP,Reforma,Reforma,1335,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,991
SON_[NULL]_04,CIUDAD OBREGON,Sonora,SON,Ciudad Obregón,Ciudad Obregón,1338,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,993
CHP_108_07,VILLAFLORES,Chiapas,CHP,Villaflores,Villaflores,1339,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,994
TAB_007_04,EMILIANO ZAPATA,Tabasco,TAB,Emiliano Zapata,Emiliano Zapata,1368,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1000
CHP_009_09,ARRIAGA,Chiapas,CHP,Arriaga,Arriaga,1379,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1002
CHP_065_10,PALENQUE,Chiapas,CHP,Palenque,Palenque,1383,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1005
CHP_019_01,COMITAN DE DOMINGUEZ,Chiapas,CHP,Comitán de Domínguez,Comitán de Domínguez,1384,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1008
CHP_059_11,OCOSINGO,Chiapas,CHP,Ocosingo,Ocosingo,1389,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1012
CHP_069_21,PIJIJIAPAN,Chiapas,CHP,Pijijiapan,Pijijiapan,1395,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1014
CHP_097_12,TONALA,Chiapas,CHP,Tonalá,Tonalá,1399,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1015
CHH_050_07,NUEVO CASAS GRANDES,Chihuahua,CHH,Nuevo Casas Grandes,Nuevo Casas Grandes,1404,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1016
OAX_482_43,SANTIAGO PINOTEPA NACIONAL,Oaxaca,OAX,Santiago Pinotepa Nacional,Santiago Pinotepa Nacional,1409,SURESTE,PERFIL_16,0.03,N/A,N/A,N/A,,1200,170,0,0.02,1018
SON_042_09,NAVOJOA,Sonora,SON,Navojoa,Navojoa,1412,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0.02,1019
SON_033_08,HUATABAMPO,Sonora,SON,Huatabampo,Huatabampo,1449,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1023
BCS_009_05,LORETO,Baja California Sur,BCS,Loreto,Loreto,1472,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1027
SON_025_05,EMPALME,Sonora,SON,Empalme,Empalme,1499,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1031
SON_030_07,HERMOSILLO,Sonora,SON,Hermosillo,Hermosillo,1584,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1038
YUC_050_01,MERIDA,Yucatán,YUC,Mérida,Mérida,1689,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1041
YUC_041_06,KANASIN,Yucatán,YUC,Kanasín,Kanasín,1709,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1044
YUC_089_03,TICUL,Yucatán,YUC,Ticul,Ticul,1777,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,170,0,0,1053
YUC_102_05,VALLADOLID,Yucatán,YUC,Valladolid,Valladolid,1850,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1056
CHP_040_23,HUIXTLA,Chiapas,CHP,Huixtla,Huixtla,1976,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1071
ROO_002_03,FELIPE CARRILLO PTO,Quintana Roo,ROO,Felipe Carrillo Puerto,Felipe Carrillo Puerto,1996,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1072
CAM_001_03,CALKINI,Campeche,CAM,Calkiní,Calkini,2010,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1076
ROO_003_07,ISLA MUJERES,Quintana Roo,ROO,Isla Mujeres,Isla Mujeres,2016,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1077
SON_048_11,PUERTO PEÑASCO,Sonora,SON,Puerto Peñasco,Puerto Peñasco,2042,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1078
ROO_001_02,COZUMEL,Quintana Roo,ROO,Cozumel,Cozumel,2080,SURESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1083
SON_002_02,AGUA PRIETA,Sonora,SON,Agua Prieta,Agua Prieta,2090,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1084
BCN_002_02,MEXICALI,Baja California,BCN,Mexicali,Mexicali,2276,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1091
SON_055_01,SAN LUIS RIO COLORADO,Sonora,SON,San Luis Río Colorado,San Luis Río Colorado,2337,NORESTE,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1092
BCN_004_04,TIJUANA,Baja California,BCN,Tijuana,Tijuana,2486,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1095
BCN_005_05,PLAYAS DE ROSARITO,Baja California,BCN,Playas de Rosarito,Playas de Rosarito,2526,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1097
BCN_001_01,ENSENADA,Baja California,BCN,Ensenada,Ensenada,2533,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1100
BCN_003_03,TECATE,Baja California,BCN,Tecate,Tecate,2535,LAS BAJAS,PERFIL_18,0,N/A,N/A,N/A,,1200,190,0,0,1101
